token,count,humor_type,type_score,score_dark_humor,score_wordplay_puns,score_sarcasm_irony,score_absurd_surreal,score_topical_political,score_relationship_family,score_workplace_office,score_animals
drinking,11,animals,0.17002647,0.07039768,0.09927889,0.04358953,0.09283042,0.12124717,0.1421214,-0.028663665,0.17002647
castle,11,dark_humor,0.21967423,0.21967423,0.034908548,0.009139045,0.1727216,0.03556738,0.08283629,0.010302162,0.21058741
making,11,topical_political,0.13272245,0.11331204,0.06591999,0.076564,0.11861378,0.13272245,0.11986807,0.0727231,0.1256653
pool,11,absurd_surreal,0.12561458,0.06409026,0.020853853,0.02207156,0.12561458,0.10501844,0.0115191415,-0.037928347,0.12473829
golf,10,animals,0.16321974,0.13129514,0.12823814,0.09539877,0.06316668,0.13794614,0.15508856,-0.0011209697,0.16321974
reaper,10,dark_humor,0.4289864,0.4289864,0.032165445,0.08446001,0.09150264,0.10864928,0.035582654,0.0013006143,0.10119116
piece,10,animals,0.14650774,0.1267377,0.0459831,0.071614414,0.13959493,0.11409344,0.05450625,0.07484825,0.14650774
briefcase,10,dark_humor,0.23081645,0.23081645,0.032504417,-0.0023675375,0.18985496,0.066735454,0.17207813,0.122727334,0.06718935
trees,10,animals,0.22199033,0.08680651,0.092373654,-0.052881353,0.12309096,0.062689975,0.048849687,-0.0283794,0.22199033
shopping,10,topical_political,0.1331732,0.07243131,0.073123075,0.025840594,0.092083246,0.1331732,0.06515171,0.037591714,0.13042924
working,10,animals,0.15700616,0.11536909,0.05163315,0.059681635,0.11261467,0.14841843,0.06465751,0.13860111,0.15700616
gingerbread,10,dark_humor,0.1864592,0.1864592,0.04397252,0.09245625,0.111232325,0.1079381,0.07593248,0.025118213,0.1694889
glass,10,absurd_surreal,0.13515744,0.07036381,0.03696995,0.10113139,0.13515744,0.068908416,0.0649804,0.048847456,0.03206663
riding,10,animals,0.15199208,0.0741324,0.061960634,0.03366292,0.09797358,0.073879205,0.03751468,-0.070869185,0.15199208
angels,10,absurd_surreal,0.19523968,0.14366351,-0.05472785,-0.046726037,0.19523968,0.05380024,0.13328013,-0.059377346,0.16994825
business,10,workplace_office,0.16442333,0.13636574,0.073622994,0.028776906,0.152477,0.16224577,0.15208119,0.16442333,0.14290792
showing,10,animals,0.12711504,0.07358985,0.01943317,0.12467713,0.054814685,0.10698922,0.048606537,0.103944205,0.12711504
tree,10,animals,0.24369708,0.11417312,0.105848655,-0.01405878,0.12638164,0.0845469,0.04556984,-0.0043892227,0.24369708
expression,10,dark_humor,0.14040901,0.14040901,0.09901288,0.0776287,0.0760206,0.13645715,0.010186769,0.11412982,0.12473844
street,10,dark_humor,0.21701673,0.21701673,0.07206684,0.03009367,0.028935915,0.06706937,0.11678347,0.04745215,0.10758373
old,10,dark_humor,0.11688946,0.11688946,0.005478896,0.075338304,0.06539993,0.10593597,0.008390322,-0.021296114,0.07878257
pizza,10,relationship_family,0.16388813,0.12128252,0.049434617,0.08838034,0.09655559,0.10168733,0.16388813,0.059966657,0.11394484
seated,10,sarcasm_irony,0.11788675,0.108597875,0.062402904,0.11788675,0.08046998,0.10903631,0.077443644,-0.056358233,0.107361965
belong,10,animals,0.15715003,0.11679816,0.05543313,0.11143948,0.09155849,0.047171973,0.11805242,-0.120827,0.15715003
mounted,10,animals,0.12557067,0.07675916,-0.0086497655,0.07727647,0.04289865,0.09628312,0.02422122,-0.028056588,0.12557067
coffee,10,animals,0.21665058,0.03689507,0.075414084,0.09474267,0.10849534,0.19496116,0.09628695,0.040699657,0.21665058
wheel,10,wordplay_puns,0.12965134,0.06861742,0.12965134,0.05660996,0.12856936,0.0020074882,0.090306886,0.095500425,0.07486215
ball,10,animals,0.16391462,0.08047445,0.079816684,0.07635155,0.11235398,0.10731112,0.090687156,0.020491801,0.16391462
grim,10,dark_humor,0.37892127,0.37892127,0.17334306,0.19956374,0.09475282,0.09269016,0.07743881,0.038611323,0.12056942
happened,10,sarcasm_irony,0.16770253,0.10399738,0.14104864,0.16770253,0.09884227,0.024321564,0.123905495,0.021556528,0.023634586
hospital,10,dark_humor,0.3578888,0.3578888,0.025024576,0.0021029413,0.07714655,0.0680212,0.010555082,0.020236768,0.10681099
astronaut,10,absurd_surreal,0.2301266,0.11634856,0.03683876,0.028718881,0.2301266,0.16597149,-0.053786293,0.032769997,0.112208314
floor,10,dark_humor,0.19337256,0.19337256,0.032682214,0.043359436,0.1320993,0.01782562,-0.0397622,0.058908507,0.0769495
tied,10,dark_humor,0.18223807,0.18223807,0.06525791,-0.00036063232,0.07432012,0.0721972,0.07822907,0.031639878,0.10947616
legs,10,animals,0.18248756,0.08254673,0.08417485,0.054770574,0.16548347,0.07332368,0.028649392,-0.013470281,0.18248756
weight,10,animals,0.11208043,0.08058341,-0.0023720656,0.06919542,0.049860444,0.066217646,-0.0009848056,0.0273071,0.11208043
find,10,animals,0.113510974,0.096502915,-0.0151828565,0.024987455,0.09454264,0.056491397,0.08323989,0.032900862,0.113510974
conversation,10,wordplay_puns,0.15710363,0.08855886,0.15710363,0.12985227,0.1279653,0.1060413,0.1298453,0.10142316,0.12058149
color,10,animals,0.19053702,0.1729923,0.057727285,0.01270652,0.10058859,0.11438161,0.041559003,0.029917711,0.19053702
crawling,10,animals,0.2015804,0.19589204,0.034857016,-0.037871968,0.17378107,0.09128494,0.053691767,-0.063058436,0.2015804
towards,10,dark_humor,0.10399303,0.10399303,-0.022402024,0.09854475,0.09106026,0.08902909,0.089514606,-0.016837241,0.09940022
mosquito,10,animals,0.23202525,0.12337123,0.11038841,0.0453015,0.21407643,0.17357498,0.007845718,0.0132956505,0.23202525
plane,9,absurd_surreal,0.20037921,0.1892795,0.09200503,0.06334868,0.20037921,0.040192664,-0.060568854,0.0088917315,0.086888805
cavemen,9,dark_humor,0.15089282,0.15089282,0.093053386,0.07171719,0.12905097,0.091300406,0.059743464,-0.04184721,0.09975166
tracks,9,animals,0.13606673,0.10550414,0.009732671,-0.104919635,0.11938927,0.0524277,0.040109493,0.006595297,0.13606673
shoes,9,topical_political,0.12965623,0.078330696,0.0699677,0.0061415955,0.077083506,0.12965623,0.117352635,0.016377408,0.12641218
sky,9,absurd_surreal,0.24260715,0.20559046,0.062494814,0.05904682,0.24260715,0.09538451,0.08116382,0.023535201,0.11877066
magician,9,absurd_surreal,0.30727783,0.11503895,0.09793733,0.2044281,0.30727783,0.095331036,0.055099353,0.0988193,0.06828064
dolphins,9,animals,0.35927007,0.020485867,-0.01831097,-0.013509641,0.22875705,0.0393719,0.05697474,-0.01889742,0.35927007
moon,9,dark_humor,0.23847975,0.23847975,0.03227446,0.0037801452,0.21848533,0.069491096,0.06830558,-0.024312882,0.18212828
guard,9,animals,0.226134,0.03488371,0.0091467975,0.0027486738,0.029380022,0.0811292,-0.054656558,-0.036434248,0.226134
cacti,9,animals,0.23207366,0.061057866,0.042652138,0.07761921,0.20988296,0.10668194,-0.018560406,-0.04645043,0.23207366
order,9,animals,0.16974637,0.14643797,0.035317242,-0.026332056,0.10484373,0.06757035,0.09918195,0.06036251,0.16974637
dragon,9,animals,0.28479224,0.11994397,0.047354333,0.02399179,0.20118201,0.032355327,0.028397921,0.08343792,0.28479224
speaking,9,topical_political,0.16344136,0.12768991,0.1216587,0.123937115,0.074209,0.16344136,0.08783671,0.08923606,0.1355843
sandbox,9,dark_humor,0.2844302,0.2844302,0.045870602,0.047727667,0.18753198,0.14175192,0.02560776,0.016756758,0.12988028
snail,9,animals,0.3043697,0.19187917,0.11354305,0.059240393,0.26572502,0.056054287,-0.030975152,0.036089867,0.3043697
monkeys,9,animals,0.3061032,0.019828182,-0.013307206,0.030564187,0.2264201,0.121116295,0.03939766,0.016755441,0.3061032
bartender,9,animals,0.16158646,-0.04897293,0.11719416,0.123167455,0.013723889,0.09083299,0.06616652,0.11678393,0.16158646
arms,9,animals,0.20339316,0.08164249,0.01608698,0.10244337,0.11663126,0.06235414,0.1405586,0.016879387,0.20339316
armor,9,animals,0.18718909,0.124115705,-0.055390257,0.021220211,0.020118805,0.056995254,0.016986772,-0.0076172873,0.18718909
eating,9,animals,0.18087333,0.15519466,0.028756903,0.06854201,0.13864204,0.13540575,0.09354233,-0.04662285,0.18087333
board,9,animals,0.1543867,0.0957027,-0.018057805,0.041808754,0.06539702,0.12553704,-0.0492803,0.005879759,0.1543867
rapunzel,9,absurd_surreal,0.09759218,0.07458518,0.068764634,0.02310571,0.09759218,0.08041317,0.06140538,0.052624,0.09231677
want,9,animals,0.15891913,0.13707288,-0.038919993,0.030279413,0.11018106,0.09627859,0.052018475,0.06592795,0.15891913
wolves,9,animals,0.26528305,0.121085465,-0.0218345,-0.037586875,0.12106988,0.028542042,0.0767944,-0.09815764,0.26528305
high,9,sarcasm_irony,0.16511211,0.13682725,0.07412566,0.16511211,0.08962485,0.13591945,0.07156968,0.057825416,0.08662611
game,9,dark_humor,0.20213476,0.20213476,0.0774685,0.06882383,0.085176244,0.15694797,0.059240133,-0.0059666,0.11876168
pirates,9,absurd_surreal,0.21611059,0.17449601,0.045748927,-0.020644033,0.21611059,-0.0266735,0.083889045,0.04846082,0.20946182
snowman,9,animals,0.21398869,0.14593652,0.105790064,0.16520363,0.05860106,0.17479181,0.027556982,0.16279456,0.21398869
stare,9,absurd_surreal,0.11596683,0.10350031,0.09891964,0.11267191,0.11596683,0.05956666,-0.014395091,0.02013481,0.084742025
tub,9,topical_political,0.10636077,0.07513739,0.06669341,0.038369067,0.08495945,0.10636077,0.028400447,-0.017832436,0.054189473
wolf,9,animals,0.35791853,0.14437005,0.008013599,-0.050100878,0.17010483,0.023974933,-0.012013981,-0.07460794,0.35791853
seem,9,sarcasm_irony,0.15751731,0.045489434,0.056877077,0.15751731,0.1486475,0.12191546,0.00539051,-0.043792848,0.09600414
stuck,9,animals,0.19434918,0.113989934,0.06319968,0.030463452,0.12803522,0.11415911,0.08241307,0.014033515,0.19434918
china,9,animals,0.09762335,0.060918115,0.007858239,0.05970827,0.08523198,0.07931513,0.03240216,-0.031038882,0.09762335
lady,9,animals,0.12911022,0.108996294,0.04386437,0.0070779757,0.07388342,0.04198107,0.08781555,0.09301356,0.12911022
build,9,dark_humor,0.15011632,0.15011632,-0.011895985,0.04576489,0.032695156,0.108140886,0.066909455,0.04254472,0.100036785
art,9,dark_humor,0.17816141,0.17816141,0.013264822,0.070646554,0.1689117,0.089329615,0.06313023,0.022332286,0.1142101
cherry,9,wordplay_puns,0.13914968,0.09800778,0.13914968,0.010034284,0.06770967,0.04155747,0.053222544,-0.00018002838,0.06623462
home,9,absurd_surreal,0.14622572,0.11742806,0.06760542,0.07967828,0.14622572,0.07392931,0.1431199,-0.029263852,0.12733836
giraffe,9,animals,0.39388955,0.09916359,0.06779461,0.019349435,0.24241324,0.22592616,0.01773781,0.064588755,0.39388955
angel,9,animals,0.13625361,0.11123264,-0.032342393,-0.0016557736,0.12164463,0.11238487,0.092671916,0.019824203,0.13625361
typically,9,wordplay_puns,0.071109235,0.031144736,0.071109235,0.028694939,-0.062112276,0.004161181,0.043235082,0.048601635,0.03033256
waiting,9,topical_political,0.12732834,0.10081356,-0.012559053,0.026483942,0.06453456,0.12732834,0.024577491,0.031983912,0.11986052
well,9,dark_humor,0.14678666,0.14678666,0.13418996,0.12907375,0.10321571,0.097124286,0.093022615,0.051025927,0.07744075
ufo,9,absurd_surreal,0.50811774,0.11770502,-0.0097590545,0.01616816,0.50811774,0.08207376,0.12731351,-0.019426884,0.09136743
across,8,animals,0.12646624,0.073684484,0.060913593,0.11311855,0.094634116,0.10115629,0.087237835,0.060564086,0.12646624
teddy,8,animals,0.20376812,0.08796577,-0.016985882,0.012980111,0.07728477,0.14052185,0.09918743,0.09097255,0.20376812
dead,8,dark_humor,0.38384134,0.38384134,0.016672889,0.14314094,0.11096762,0.15916991,0.01745158,-0.040636636,0.10795989
things,8,animals,0.2569001,0.15200569,0.09814462,0.017985238,0.20259471,0.1390944,0.13119829,0.0038736966,0.2569001
anchor,8,animals,0.25405973,0.13603733,0.08541618,0.06319155,0.08486816,0.06755629,0.01456544,0.03807392,0.25405973
museum,8,dark_humor,0.13533258,0.13533258,-0.09815149,0.016188601,0.13520715,0.050068468,-0.041441195,0.0020157844,0.088276625
away,8,relationship_family,0.16128226,0.09743436,0.06805757,0.057394877,0.0903999,0.071496576,0.16128226,-0.021122802,0.12556385
magic,8,absurd_surreal,0.24427709,0.13862222,0.07216278,0.08112832,0.24427709,0.13479154,0.11623588,-0.0002039615,0.14323236
officer,8,animals,0.17847516,0.107955515,0.06990093,0.034252986,0.10955132,0.09331684,0.03513191,0.08598891,0.17847516
talk,8,topical_political,0.145335,0.117545694,0.08227117,0.049017876,0.054709468,0.145335,0.077298425,0.026387703,0.14291312
open,8,dark_humor,0.1456537,0.1456537,0.014099429,-0.047048606,0.06120182,0.13085724,-0.010546356,0.026309721,0.13502628
chef,8,animals,0.14359182,0.12577242,0.020458696,0.063744895,0.061046448,0.09199702,0.10529833,0.092830904,0.14359182
rug,8,animals,0.21254136,0.14009382,0.09804575,0.08649844,0.11236606,0.07884351,0.018432513,0.10182953,0.21254136
something,8,absurd_surreal,0.21440333,0.15655187,0.11579373,0.08261451,0.21440333,0.15031466,0.08279836,0.036524076,0.20348987
observing,8,absurd_surreal,0.18474327,0.002505295,-0.07945191,0.047466196,0.18474327,0.063614905,0.05271678,0.040291235,0.07506345
needle,8,dark_humor,0.17862311,0.17862311,0.12610377,0.07521407,0.10541416,0.16697487,-0.01874983,0.0071677426,0.107997105
appear,8,absurd_surreal,0.14785346,0.087024584,0.019797545,0.13198152,0.14785346,0.10391311,0.0021777544,0.051982924,0.11233437
ceiling,8,dark_humor,0.17599595,0.17599595,0.03935545,0.015976187,0.13667835,0.06406183,-0.009345699,0.044464607,0.06983165
stares,8,absurd_surreal,0.14829913,0.107921615,0.08398926,0.049964488,0.14829913,0.08841282,0.0045263935,-0.036797542,0.14043401
aliens,8,absurd_surreal,0.44439375,0.11950588,-0.010227004,-0.045068603,0.44439375,0.036376707,0.121201634,-0.061835296,0.12654918
crime,8,dark_humor,0.14829934,0.14829934,0.073838815,0.0748654,0.118588075,0.0448545,0.11033343,-0.0444913,0.053642478
blender,8,dark_humor,0.108081,0.108081,-0.080483876,-0.011501063,0.088112935,0.026469689,-0.006823119,0.067683354,-0.0038944036
witness,8,absurd_surreal,0.16484703,0.0865197,-0.01579716,0.086468026,0.16484703,0.010422477,0.11457438,0.052775744,0.11051352
eat,8,animals,0.16972865,0.13037956,0.030620499,0.05733691,0.08091834,0.12649435,0.09443969,-0.06663561,0.16972865
pigeon,8,animals,0.31275567,0.048863083,0.17471316,0.06845753,0.20103583,0.12025227,0.0331815,-0.026994914,0.31275567
able,8,animals,0.16674885,0.06532262,0.06518772,-0.011506355,0.07057035,0.068921074,0.064863384,0.08604945,0.16674885
cactus,8,absurd_surreal,0.22406724,0.13134198,0.040385894,0.058802724,0.22406724,0.10929761,0.004336808,-0.015256036,0.18505055
acting,8,sarcasm_irony,0.16071628,0.10845176,0.06668027,0.16071628,0.09095813,0.11792611,0.00494349,0.14608997,0.04443614
space,8,absurd_surreal,0.25193635,0.14295314,0.05799212,0.0212712,0.25193635,0.09587652,0.049367756,0.009314256,0.107821144
diver,8,topical_political,0.21770574,0.14137444,0.10251445,0.05651446,0.21162045,0.21770574,0.099171355,0.0022902489,0.119081296
bowl,8,dark_humor,0.13993672,0.13993672,0.0024703536,0.034541145,0.07843025,0.102356434,0.07628126,0.004624187,0.13037664
fly,8,absurd_surreal,0.19925177,0.1940294,0.12430038,0.07745105,0.19925177,0.15473686,-0.030966176,-0.051645856,0.19817069
sea,8,animals,0.17729443,0.129718,0.067061774,0.09062202,0.12942538,0.062264122,0.045622382,-0.0031763837,0.17729443
empty,8,dark_humor,0.20210883,0.20210883,0.06510867,0.06932021,0.14257911,0.08874161,0.07099673,-0.040383134,0.12537125
seeing,8,animals,0.11759206,0.06886232,0.016412053,0.046950303,0.09161709,0.07214862,0.08241845,0.07841539,0.11759206
covered,8,topical_political,0.18715274,0.13598594,0.03200032,0.001143232,0.011679735,0.18715274,0.04191848,0.0076958803,0.15920103
studio,8,dark_humor,0.18235293,0.18235293,-0.020553209,0.0071929134,0.060099125,0.024764944,0.0032244138,0.14831322,0.02820605
outlines,8,dark_humor,0.16843945,0.16843945,0.015010091,-0.032423317,0.08923526,0.0667805,0.013463015,0.12879644,0.1159275
road,8,dark_humor,0.18767792,0.18767792,0.09491013,0.065766,0.100119986,0.10258944,0.17646527,0.023877857,0.1557
organ,7,dark_humor,0.2793439,0.2793439,0.06510329,0.048075825,0.18599766,0.110392,0.0010539535,-0.049455475,0.17011335
sit,7,animals,0.12930045,0.07799999,0.09809294,0.06512131,0.048259895,0.09530188,0.053178485,-0.06982095,0.12930045
sand,7,dark_humor,0.23281264,0.23281264,0.07235795,0.11141244,0.074036986,0.09062746,0.08564671,-0.056185246,0.10802491
toaster,7,sarcasm_irony,0.1782215,0.14460726,0.10626468,0.1782215,0.07624567,0.09813757,0.059660442,0.11743566,0.123020396
psychiatrist,7,dark_humor,0.28156444,0.28156444,0.11590427,0.071903676,0.18926245,0.07558624,0.086112745,0.03969716,0.1899049
yard,7,animals,0.1974884,0.15926611,0.07600251,-0.027123276,0.12874848,-0.059912436,0.08178333,-0.058010653,0.1974884
seen,7,animals,0.1437025,0.084692806,0.021339864,0.093094334,0.11590239,0.057731755,0.015699001,0.034750834,0.1437025
colored,7,animals,0.1834292,0.15064003,0.06668216,0.006742753,0.09370388,0.11232258,0.032455593,0.0111072725,0.1834292
straight,7,sarcasm_irony,0.17213178,0.17073734,0.16853443,0.17213178,0.07699317,0.06274594,0.066707395,-0.040542338,0.12775815
real,7,sarcasm_irony,0.21174258,0.042232607,0.02625402,0.21174258,0.20198365,0.13674045,0.03483643,0.054891128,0.0690621
drunk,7,animals,0.14052951,0.051583033,0.11100954,0.082095824,0.10089513,0.076318465,0.10640086,0.015624592,0.14052951
bike,7,absurd_surreal,0.09824623,0.048162162,0.028611666,0.03785316,0.09824623,-0.037345424,0.083266646,-0.013826341,0.08619211
faces,7,animals,0.20259064,0.19201455,-0.0049303873,0.060299166,0.12240045,0.18614522,0.03746192,0.073367156,0.20259064
watches,7,absurd_surreal,0.08838732,0.024148759,-0.0739951,-0.00969159,0.08838732,8.336641e-05,0.056820877,0.0318546,0.084650375
pushing,7,topical_political,0.12984513,0.11101191,0.07775173,0.06405465,0.08218568,0.12984513,0.07852924,0.088028416,0.1159191
skeleton,7,dark_humor,0.32198995,0.32198995,0.025672127,0.0643854,0.21005791,0.03349295,0.009696067,-0.031552285,0.14233606
period,7,relationship_family,0.14041908,0.087350406,0.107956216,0.043770175,0.08610967,0.04220604,0.14041908,0.1032711,0.07999332
everyone,7,dark_humor,0.1124247,0.1124247,0.06029585,0.051853687,0.006969714,0.07740278,0.06286196,-0.0012920885,0.08020775
wrapped,7,dark_humor,0.15807141,0.15807141,0.061166007,0.046753738,0.03619162,0.12783411,0.08169542,0.051071584,0.15206134
rock,7,dark_humor,0.23130688,0.23130688,0.06996943,0.051562577,0.11065895,0.02328667,0.12913641,-0.0527317,0.13809174
many,7,animals,0.15132156,0.14413014,0.02049153,0.08148701,0.050621223,0.1191898,0.075314365,-0.013450192,0.15132156
locked,7,animals,0.15230095,0.13248897,0.08089526,0.0057388768,0.079903185,0.12165815,0.06556918,-0.015313353,0.15230095
gigantic,7,absurd_surreal,0.15511766,0.07397127,0.067456886,0.11821951,0.15511766,0.06539822,0.008511797,0.056156874,0.111900695
drones,7,animals,0.2202795,0.07409917,0.012570336,-0.042539105,0.20110047,0.18760705,-0.021468876,0.012008965,0.2202795
vendor,7,workplace_office,0.2593057,0.13339102,0.011708485,-0.03346374,0.068188116,0.11445904,0.029474465,0.2593057,0.11986476
plaque,7,dark_humor,0.19299458,0.19299458,0.025193887,0.16284475,0.075444065,0.16134849,0.038723983,0.04417933,0.1342366
