contest_id,num_captions,image_locations,image_descriptions,image_uncanny_descriptions,entities,questions,Top Rated caption,The New Yorker's winner,date,Number of votes
559,5012.0,"['a pirate ship', 'a ship']","['A man is doing a dive off a plank from a ship. The pirates on the ship look shocked.', 'A man jumps from a plank to do a dive in the sea. Pirates look on at him in shock.', 'Some pirates are standing around a plank on a pirate ship. The man they were executing is diving into the water.']","['The man is diving off the plank like an Olympic diver.', ""People don't happily walk the plank when pirates are behind them."", 'The man is doing an Olympic dive off a pirate plank. Usually people are tossed in the ocean.']","['https://en.wikipedia.org/wiki/Walking_the_plank', 'https://en.wikipedia.org/wiki/Piracy', 'https://en.wikipedia.org/wiki/Diving_(sport)']","['Why is a man doing an Olympic dive off a pirate plank?', 'Is he doing that on purpose?', 'Why is the man happy to jump the plank?']",“Poor guy. Thought he signed up for pilates.”,,2017-03-19,562601
560,4482.0,"['a cave', 'a cave dwelling']","['There are three cavemen, two of which are standing in a hole while the third is sitting with his arms crossed inside the mouth of a cave in the distance. The caveman in the hole is talking to the cavewoman next to him while they both watch the third caveman who is sulking in the cave.', 'A caveman is sitting in the mouth of his cave. A couple more caveman are standing in a  hole in the ground outside.', 'A caveman is alone in a small cave. He looks sad. Two other cavepeople are staring at him from a hole.']","[""The man's cave is very small and he looks sad."", 'It is unusual for cavemen to be standing in a hole while another sits in a cave.', ""People don't normally live in holes.""]","['https://en.wikipedia.org/wiki/Digging', 'https://en.wikipedia.org/wiki/Paleolithic', 'https://en.wikipedia.org/wiki/Caveman']","['Why are they in the hole?', 'What is the caveman saying to the cavewoman?', 'Why is the caveman sad?', 'Why are the cavemen in a hole?']",“That's Bob Mankoff. He used to be the cartoon editor of the New Yorker.”,,2017-03-26,418917
561,5368.0,['an empty scene'],['Two dogs combine their cone collar together. It makes it look like their heads are attached.'],['This is not how cone collars work. One cone per dog.'],"['https://en.wikipedia.org/wiki/Elizabethan_collar', 'https://en.wikipedia.org/wiki/Dog']",['Why are the cone collars attached?'],"“And lastly Father, I bit the mailman”",,2017-04-02,438112
562,5456.0,"['the ocean', 'ocean']","['A fish and a pigeon are looking eye to eye and appear to be having a conversation.', 'There is a fish swimming in the water. A pigeon is talking to it.', 'A fish and a bird are staring at each other. It is not clear from the image if bird is in the water or if fish is in the air.']","[""Both bird and fish are in a state that does not seem to be too intense, which indicates that fish is in the water and bird is in the air, but both can't be true."", ""Pigeons and fish don't talk to one another."", ""It's unusual to see these two animals together looking at one another eye to eye because one lives in the sea (fish) and the other on land and can fly (pigeon). It's also strange to have animals talking.""]","['https://en.wikipedia.org/wiki/Columbidae', 'https://en.wikipedia.org/wiki/Pidgeon', 'https://en.wikipedia.org/wiki/Fish']","['Why is both fish and bird in the same environment (air or water) at the same time?', 'What are they talking about?', 'What would these animals have to say to one another?']",“It could work. We both like worms.”,,2017-04-09,176381
563,4304.0,"['a room', 'office']","['There is a man running on a hamster wheel. He is wearing a tie.', 'A man runs in a hamster wheel inside an office room.  The floor is covered with paper shavings', 'There is a room with an open door. A man is running on a giant hamster wheel.']","['Hamster wheels are not full size like this.', ""It's unusual to see a large hamster wheel being used by a person"", 'A man is acting like a hamster.']","['https://en.wikipedia.org/wiki/Running', 'https://en.wikipedia.org/wiki/Work_(human_activity)', 'https://en.wikipedia.org/wiki/Human', 'https://en.wikipedia.org/wiki/Hamster_wheel']","['Why is he running on a hamster wheel?', 'Why is the man running on a hamster wheel?', 'Why is that person using a hamster wheel?']","“Listen, I've got to run.”",,2017-04-17,128912
564,,,,,,,“They're willing to work nights.”,,2017-04-24,349268
565,5569.0,"[""doctor's office"", ""a doctor's office""]","['A doctor, who is speaking with a patient, is holding a sheet of paper that is on fire. The doctor looks surprised while the patient has a nonchalant look on his face.', 'A doctor is with a patient. The doctor has a note that is on fire.', 'A patient is sitting down in the examination room. He looks dejected. The doctor is talking to him, but his clipboard is on fire.']","['The patient does not react to the doctor holding up a piece of paper that is on fire.', ""The doctor's note is on fire and not burning him."", 'The doctor is holding a burning clipboard.']","['https://en.wikipedia.org/wiki/Fire', 'https://en.wikipedia.org/wiki/Patient', 'https://en.wikipedia.org/wiki/Bad_News', 'https://en.wikipedia.org/wiki/Physical_examination']","['Is the patient upset about the clipboard?', ""Why is the doctor's paper on fire?"", 'Why is the piece of paper on fire?']","“Wow, you are literally a hot mess.”",,2017-05-01,148779
566,3855.0,"['a ship', 'a sailing ship']","['A man in a hat is petting a cat on a ship. Two pirates talk in the background.', 'Two sailors are talking on the deck of a ship. Another man is sitting in a chair stroking a cat.', 'A man in a suit and top hat is sitting on what appears to be a pirate ship, petting a cat.  Two pirates are standing off to the side, speaking with each other and looking at the man with the cat']","['One would not normally expect to find a well-dressed man petting a cat on a pirate ship', 'Nothing is out of place that I can see.', 'There is a man with a cat on a boat with pirates.']","['https://en.wikipedia.org/wiki/Abraham_Lincoln', 'https://en.wikipedia.org/wiki/Deck_(ship)', 'https://en.wikipedia.org/wiki/Cat']","['Where are they sailing to?', 'Why is the man petting the cat on the ship?', 'Why is there a well-dressed man petting a cat on a pirate ship?']","“Well, that explains our relentless hunt for tuna.”",,2017-05-07,191877
567,4421.0,['a mattress'],['A man is confronting another man. But he is still in his bed.'],['The bed is upright and the man is wearing it.'],"['https://en.wikipedia.org/wiki/White-collar_worker', 'https://en.wikipedia.org/wiki/Sleep_deprivation']","[""Why didn't he get out of bed?""]",“Like you've never taken anything from a hotel room.”,,2017-05-14,239829
568,5155.0,['a party'],"['A woman is at a party holding a drink. She is addressing two other people, who are tied up and standing in buckets.']",['People are being held captive in public and no one is doing anything.'],"['https://en.wikipedia.org/wiki/Wine', 'https://en.wikipedia.org/wiki/Physical_restraint']",['Why are they being held?'],“Our timeshare presentation will begin in about 5 minutes.”,,2017-05-21,290737
569,4836.0,"['a meeting room', 'a corporate meeting room']","['A man does a cannonball dive into a work meeting. Some people stare up as he comes crashing down.', 'A business meeting is going on. One man cannonballs into the meeting. People are staring.', 'A bunch of executives are around a board room table. Another man in a suit is doing a cannonball onto the table.']","['The man is cannonballing like he is at a pool.', 'Diving into people like that is dangerous because both the man and others can get injured.', 'A man is cannonballing into a meeting of people. This is done in a pool, not here.']","['https://en.wikipedia.org/wiki/White-collar_worker', 'https://en.wikipedia.org/wiki/Meeting', 'https://en.wikipedia.org/wiki/Businessperson', 'https://en.wikipedia.org/wiki/Cannonball_(diving)']","['Why is he jumping on the table like that?', 'Why is the man cannonballing into the people?', 'Why is the man diving like that?']","“Three yea's, six ney's, and Anderson is still up in the air on this one.”",,2017-05-29,270136
570,6198.0,"['a park bench', 'a park']","['Two men are on a bench. One man is being attacked by birds. The other man is reading and stares at him.', 'There are two people sitting on a park bench. The man on the left is reading a newspaper while talking to the other person on the right. The person on the right is covered in pigeons from head to toe.', 'Two men are sitting on a park bench. One has a book, and the other is covered in birds.']","['Birds are covering the man. This is not normal unless the man is covered with food.', 'It is unusual for a person to be completely covered with birds.', ""Birds don't normally come that close to humans.""]","['https://en.wikipedia.org/wiki/Imprinting_(psychology)', 'https://en.wikipedia.org/wiki/Columbidae', 'https://en.wikipedia.org/wiki/Bird_feeding']","['Why is the person covered in birds?', 'Why are the birds on him?', 'Why are the birds all over the man?', 'What is the other man saying?']",“You shouldn't have opened that can of worms.”,,2017-06-05,303014
571,3975.0,"['a cafe', 'restaurant']","['There is a huge anchor in a cafe. People are staring at it. A pirate is the cashier.', 'There is a coffee shop with a pirate at the register who is talking. His employees to the side are busy pouring coffee for customers seen in the foreground. One employee is having to reach around the end of a giant anchor which is leaning against the wall and reaches the ceiling.', 'A number of people are inside a restaurant. A pirate is manning the register. A giant anchor is sitting against the wall.']","['The pirate and anchor are out of place.', 'There is a pirate and huge anchor inside a cafe.', 'It is unusual to see a giant anchor in a coffee shop.']","['https://en.wikipedia.org/wiki/Pirate', 'https://en.wikipedia.org/wiki/Piracy', 'https://en.wikipedia.org/wiki/Anchor']","['Why is there a giant anchor in a coffee shop?', 'What is the pirate saying?', 'Why is a pirate working at a restaurant?', 'Why is there a huge anchor in a cafe?']",“Now let's see 'em walk off with the bathroom key!”,,2017-06-11,363323
